Name,Region,Hoehenlage,Saisonzeit,Land,Piste,Pistenlaenge,Pistenfarbe,Pistenkapazitaet,Unterkunft,UnterkunftTyp,UnterkunftBetten,Schule,SchulSchwerpunkt,SchulZielgruppe
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Snow Haven Inn,Gasthaus,20,Snowboard Pros Academy,Snowboard,Anfänger
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Ski View Inn,Hotel,150,Ski Bound Academy,Ski,Anfänger
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Kiwi Snow Inn,Gasthaus,15,Winter Warriors Snowboard,Snowboard,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Glacier Lodge,Hotel,150,Ski Vision Academy,Ski,Profis
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Kaiserblick,Gasthaus,25,Rider’s Edge Ski School,Ski,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Le Refuge,Gasthaus,15,Snowboard Summit,Snowboard,Profis
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Mountain View Cabins,Chalet,30,Summit Riders Ski School,Ski,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Glacier Lodge,Hotel,150,Alpine Action,Ski,Anfänger
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Sundance Inn,Hotel,95,Snowboarders Paradise,Snowboard,Profis
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Kaiserblick,Gasthaus,25,Powder School,Ski,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Snow Haven Inn,Gasthaus,20,Freestyle Factory,Snowboard,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Snow Haven Inn,Gasthaus,20,Ski Masters,Ski,Profis
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Snow Haven Inn,Gasthaus,20,The Ski Lab,Ski,Fortgeschrittene
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Kaiserblick,Gasthaus,25,The Snowboard Institute,Snowboard,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Snow Haven Inn,Gasthaus,20,Snow Academy,Ski,Fortgeschrittene
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Kaiserblick,Gasthaus,25,Riders’ Retreat,Snowboard,Anfänger
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Snow Haven Inn,Gasthaus,20,Freestyle Freaks,Snowboard,Profis
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Kaiserblick,Gasthaus,25,Summit Ski and Snowboard,Ski,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Snow Haven Inn,Gasthaus,20,Altitude Ski Academy,Ski,Anfänger
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Kaiserblick,Gasthaus,25,Peak Performance Snowboard,Snowboard,Profis
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Snow Haven Inn,Gasthaus,20,Snowboard Pros Academy,Snowboard,Anfänger
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Kaiserblick,Gasthaus,25,Rider’s Edge Ski School,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Snow Haven Inn,Gasthaus,20,Freestyle Factory,Snowboard,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Snow Haven Inn,Gasthaus,20,Ski Masters,Ski,Profis
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Snow Haven Inn,Gasthaus,20,The Ski Lab,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Snow Haven Inn,Gasthaus,20,Snow Academy,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Snow Haven Inn,Gasthaus,20,Freestyle Freaks,Snowboard,Profis
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Snow Haven Inn,Gasthaus,20,Altitude Ski Academy,Ski,Anfänger
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Snow Haven Inn,Gasthaus,20,Snowboard Pros Academy,Snowboard,Anfänger
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Whistler Lodge,Hotel,200,Alpine Action,Ski,Anfänger
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Mt. Hood Chalet,Chalet,25,Snowboarders Paradise,Snowboard,Profis
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Bergblick Chalet,Chalet,40,Powder School,Ski,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Zermatt Chalet,Chalet,30,Freestyle Factory,Snowboard,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Alpine Ridge Chalet,Chalet,30,Snowy Peaks Academy,Ski,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Snowmass Chalet,Chalet,50,Mountain Shredders,Snowboard,Profis
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Zermatt Chalet,Chalet,30,Ski Masters,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Alpine Chalets,Chalet,20,Snowboard University,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Snowmass Chalet,Chalet,50,Peak Performance Ski School,Ski,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Rocky Retreat,Ferienwohnung,40,Alpine Explorers,Ski,Anfänger
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Cortina Chalet,Chalet,45,Skiers’ Dream,Ski,Fortgeschrittene
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Whistler Lodge,Hotel,200,Winter Riders Academy,Snowboard,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Alpine Ridge Chalet,Chalet,30,Avalanche Ski School,Ski,Profis
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Mount Yotei Chalet,Chalet,25,Snowboard Basics,Snowboard,Anfänger
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Jupiter Chalet,Chalet,35,Freeride School,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Alpine Chalets,Chalet,20,Chill & Shred,Snowboard,Anfänger
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Zermatt Chalet,Chalet,30,The Ski Lab,Ski,Fortgeschrittene
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Snowmass Chalet,Chalet,50,ShredMasters,Snowboard,Profis
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Mt. Hood Chalet,Chalet,25,Mountainboarders Academy,Snowboard,Fortgeschrittene
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Bergblick Chalet,Chalet,40,The Snowboard Institute,Snowboard,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Rocky Retreat,Ferienwohnung,40,Ski Evolution,Ski,Anfänger
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Whistler Lodge,Hotel,200,Ice Riders,Ski,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Jupiter Chalet,Chalet,35,Big Air Snowboard,Snowboard,Profis
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Alpine Ridge Chalet,Chalet,30,Snowy Summit Ski School,Ski,Fortgeschrittene
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Cortina Chalet,Chalet,45,Vertical Riders,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Snowmass Chalet,Chalet,50,Mountain Mavericks,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Alpine Chalets,Chalet,20,Snowboard Basecamp,Snowboard,Anfänger
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Zermatt Chalet,Chalet,30,Snow Academy,Ski,Fortgeschrittene
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Mt. Hood Chalet,Chalet,25,Boarding Legends,Snowboard,Profis
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Alpine Ridge Chalet,Chalet,30,Powder Ridge Ski School,Ski,Profis
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Mount Yotei Chalet,Chalet,25,Alpine Snow School,Ski,Anfänger
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Bergblick Chalet,Chalet,40,Riders’ Retreat,Snowboard,Anfänger
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Rocky Retreat,Ferienwohnung,40,Ultimate Ski Experience,Ski,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Zermatt Chalet,Chalet,30,Freestyle Freaks,Snowboard,Profis
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Snowmass Chalet,Chalet,50,Glacier Shredders,Snowboard,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Jupiter Chalet,Chalet,35,Snow Glide Academy,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Alpine Ridge Chalet,Chalet,30,Mountain Side Ski School,Ski,Profis
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Cortina Chalet,Chalet,45,Shredzone,Snowboard,Fortgeschrittene
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Bergblick Chalet,Chalet,40,Summit Ski and Snowboard,Ski,Fortgeschrittene
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Whistler Lodge,Hotel,200,Powder & Peak Ski School,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Alpine Ridge Chalet,Chalet,30,Alpine Ride Academy,Snowboard,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Alpine Chalets,Chalet,20,Board Walkers,Snowboard,Anfänger
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Rocky Retreat,Ferienwohnung,40,Mountain Magic Ski School,Ski,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Jupiter Chalet,Chalet,35,Snowboarding Pros,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Snowmass Chalet,Chalet,50,Snowboard Xtreme,Snowboard,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Zermatt Chalet,Chalet,30,Altitude Ski Academy,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Alpine Ridge Chalet,Chalet,30,Mountain Ski and Board,Ski,Fortgeschrittene
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Mount Yotei Chalet,Chalet,25,Alpine Glide Academy,Snowboard,Fortgeschrittene
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Mt. Hood Chalet,Chalet,25,Boarding Skills Academy,Snowboard,Anfänger
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Bergblick Chalet,Chalet,40,Peak Performance Snowboard,Snowboard,Profis
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Rocky Retreat,Ferienwohnung,40,Ski Peak Academy,Ski,Anfänger
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Cortina Chalet,Chalet,45,Alpine Snow Riders,Ski,Anfänger
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Alpine Chalets,Chalet,20,Riders Edge Snowboard School,Snowboard,Fortgeschrittene
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Snowmass Chalet,Chalet,50,Peak Shred Academy,Snowboard,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Alpine Ridge Chalet,Chalet,30,Mountain Stars Ski School,Ski,Profis
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Zermatt Chalet,Chalet,30,Snowboard Pros Academy,Snowboard,Anfänger
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Mt. Hood Chalet,Chalet,25,Ski Bound Academy,Ski,Anfänger
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Alpine Chalets,Chalet,20,Winter Warriors Snowboard,Snowboard,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Rocky Retreat,Ferienwohnung,40,Ski Vision Academy,Ski,Profis
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Bergblick Chalet,Chalet,40,Rider’s Edge Ski School,Ski,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Alpine Ridge Chalet,Chalet,30,Snowboard Summit,Snowboard,Profis
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Whistler Lodge,Hotel,200,Summit Riders Ski School,Ski,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Rocky Retreat,Ferienwohnung,40,Alpine Action,Ski,Anfänger
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Jupiter Chalet,Chalet,35,Snowboarders Paradise,Snowboard,Profis
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Bergblick Chalet,Chalet,40,Powder School,Ski,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Zermatt Chalet,Chalet,30,Freestyle Factory,Snowboard,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Zermatt Chalet,Chalet,30,Ski Masters,Ski,Profis
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Zermatt Chalet,Chalet,30,The Ski Lab,Ski,Fortgeschrittene
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Bergblick Chalet,Chalet,40,The Snowboard Institute,Snowboard,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Zermatt Chalet,Chalet,30,Snow Academy,Ski,Fortgeschrittene
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Bergblick Chalet,Chalet,40,Riders’ Retreat,Snowboard,Anfänger
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Zermatt Chalet,Chalet,30,Freestyle Freaks,Snowboard,Profis
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Bergblick Chalet,Chalet,40,Summit Ski and Snowboard,Ski,Fortgeschrittene
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Zermatt Chalet,Chalet,30,Altitude Ski Academy,Ski,Anfänger
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Bergblick Chalet,Chalet,40,Peak Performance Snowboard,Snowboard,Profis
Verbier,Wallis,3330,Winter,Schweiz,Mont Fort,5.1,schwarz,129,Zermatt Chalet,Chalet,30,Snowboard Pros Academy,Snowboard,Anfänger
Hintertuxer Gletscher,Tirol,3250,ganzjährig,Österreich,Gefrorene Wand,5.8,schwarz,134,Bergblick Chalet,Chalet,40,Rider’s Edge Ski School,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Zermatt Chalet,Chalet,30,Freestyle Factory,Snowboard,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Zermatt Chalet,Chalet,30,Ski Masters,Ski,Profis
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Zermatt Chalet,Chalet,30,The Ski Lab,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Zermatt Chalet,Chalet,30,Snow Academy,Ski,Fortgeschrittene
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Zermatt Chalet,Chalet,30,Freestyle Freaks,Snowboard,Profis
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Zermatt Chalet,Chalet,30,Altitude Ski Academy,Ski,Anfänger
Zermatt (Matterhorn Glacier Paradise),Wallis,3899,ganzjährig,Schweiz,Matterhorn Glacier,7.8,rot,190,Zermatt Chalet,Chalet,30,Snowboard Pros Academy,Snowboard,Anfänger
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Evergreen Escape,Ferienwohnung,50,Alpine Action,Ski,Anfänger
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Cascade Lodge,Ferienwohnung,40,Snowboarders Paradise,Snowboard,Profis
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Zillertal Ferienhaus,Ferienwohnung,70,Powder School,Ski,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Swiss Alp Lodge,Ferienwohnung,55,Freestyle Factory,Snowboard,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Savoie Apartments,Ferienwohnung,45,Snowy Peaks Academy,Ski,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Rocky Ridge Retreat,Ferienwohnung,60,Mountain Shredders,Snowboard,Profis
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Swiss Alp Lodge,Ferienwohnung,55,Ski Masters,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Ruapehu Retreat,Ferienwohnung,30,Snowboard University,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Rocky Ridge Retreat,Ferienwohnung,60,Peak Performance Ski School,Ski,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Banff Mountain Chalet,Chalet,60,Alpine Explorers,Ski,Anfänger
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Mountain Vista Lodge,Ferienwohnung,50,Skiers’ Dream,Ski,Fortgeschrittene
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Evergreen Escape,Ferienwohnung,50,Winter Riders Academy,Snowboard,Fortgeschrittene
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Savoie Apartments,Ferienwohnung,45,Avalanche Ski School,Ski,Profis
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Sapporo Ski Apartments,Ferienwohnung,35,Snowboard Basics,Snowboard,Anfänger
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Alpine Getaway,Ferienwohnung,45,Freeride School,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Ruapehu Retreat,Ferienwohnung,30,Chill & Shred,Snowboard,Anfänger
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Swiss Alp Lodge,Ferienwohnung,55,The Ski Lab,Ski,Fortgeschrittene
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Rocky Ridge Retreat,Ferienwohnung,60,ShredMasters,Snowboard,Profis
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Cascade Lodge,Ferienwohnung,40,Mountainboarders Academy,Snowboard,Fortgeschrittene
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Zillertal Ferienhaus,Ferienwohnung,70,The Snowboard Institute,Snowboard,Fortgeschrittene
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Banff Mountain Chalet,Chalet,60,Ski Evolution,Ski,Anfänger
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Evergreen Escape,Ferienwohnung,50,Ice Riders,Ski,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Alpine Getaway,Ferienwohnung,45,Big Air Snowboard,Snowboard,Profis
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Savoie Apartments,Ferienwohnung,45,Snowy Summit Ski School,Ski,Fortgeschrittene
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Mountain Vista Lodge,Ferienwohnung,50,Vertical Riders,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Rocky Ridge Retreat,Ferienwohnung,60,Mountain Mavericks,Ski,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Ruapehu Retreat,Ferienwohnung,30,Snowboard Basecamp,Snowboard,Anfänger
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Swiss Alp Lodge,Ferienwohnung,55,Snow Academy,Ski,Fortgeschrittene
Timberline Lodge,Oregon,2631,ganzjährig,USA,Palmer,4.0,rot,76,Cascade Lodge,Ferienwohnung,40,Boarding Legends,Snowboard,Profis
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Savoie Apartments,Ferienwohnung,45,Powder Ridge Ski School,Ski,Profis
Niseko United,Hokkaido,1200,Winter,Japan,Super Course,2.1,schwarz,36,Sapporo Ski Apartments,Ferienwohnung,35,Alpine Snow School,Ski,Anfänger
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Zillertal Ferienhaus,Ferienwohnung,70,Riders’ Retreat,Snowboard,Anfänger
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Banff Mountain Chalet,Chalet,60,Ultimate Ski Experience,Ski,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Swiss Alp Lodge,Ferienwohnung,55,Freestyle Freaks,Snowboard,Profis
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Rocky Ridge Retreat,Ferienwohnung,60,Glacier Shredders,Snowboard,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Alpine Getaway,Ferienwohnung,45,Snow Glide Academy,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Savoie Apartments,Ferienwohnung,45,Mountain Side Ski School,Ski,Profis
Cortina d'Ampezzo,Dolomiten,2930,Winter,Italien,Olympia,7.2,schwarz,194,Mountain Vista Lodge,Ferienwohnung,50,Shredzone,Snowboard,Fortgeschrittene
St. Anton am Arlberg,Tirol,2811,Winter,Österreich,Valluga Run,10.2,schwarz,215,Zillertal Ferienhaus,Ferienwohnung,70,Summit Ski and Snowboard,Ski,Fortgeschrittene
Whistler Blackcomb,British Columbia,2436,Winter,Kanada,Peak to Creek,11.0,rot,238,Evergreen Escape,Ferienwohnung,50,Powder & Peak Ski School,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Savoie Apartments,Ferienwohnung,45,Alpine Ride Academy,Snowboard,Profis
Whakapapa,Ruapehu,2322,ganzjährig,Neuseeland,The Pinnacles,2.8,schwarz,73,Ruapehu Retreat,Ferienwohnung,30,Board Walkers,Snowboard,Anfänger
Banff/Lake Louise,Alberta,2730,Winter,Kanada,Summit Run,6.2,rot,123,Banff Mountain Chalet,Chalet,60,Mountain Magic Ski School,Ski,Fortgeschrittene
Park City,Utah,3049,Winter,USA,Jupiter Bowl,2.2,schwarz,50,Alpine Getaway,Ferienwohnung,45,Snowboarding Pros,Snowboard,Anfänger
Aspen Snowmass,Colorado,3813,Winter,USA,Long Shot,8.3,rot,156,Rocky Ridge Retreat,Ferienwohnung,60,Snowboard Xtreme,Snowboard,Fortgeschrittene
Zermatt (Matterhorn),Wallis,3899,Winter,Schweiz,Theodul Glacier,7.5,rot,168,Swiss Alp Lodge,Ferienwohnung,55,Altitude Ski Academy,Ski,Anfänger
Val d'Isère,Savoie,3456,Winter,Frankreich,La Face,3.0,schwarz,76,Savoie Apartments,Ferienwohnung,45,Mountain Ski and Board,Ski,Fortgeschrittene
